	Brain_MD_7	Brain_MD_59	Brain_MD_20	Brain_MD_21	Brain_MD_50	Brain_MD_49	Brain_MD_45	Brain_MD_43	Brain_MD_8	Brain_MD_42	Brain_MD_1	Brain_MD_4	Brain_MD_55	Brain_MD_41	Brain_MD_37	Brain_MD_3	Brain_MD_34	Brain_MD_29	Brain_MD_13	Brain_MD_24	Brain_MD_65	Brain_MD_5	Brain_MD_66	Brain_MD_67	Brain_MD_58	Brain_MD_53	Brain_MD_56	Brain_MD_16	Brain_MD_40	Brain_MD_35	Brain_MD_30	Brain_MD_23	Brain_MD_28	Brain_MD_60
L40386_s_at	15	10	51	22	12	109	10	10	10	21	61	99	61	42	10	10	100	10	223	152	10	10	10	10	116	105	517	203	160	43	230	284	10	140
L42374_s_at	204	10	663	980	849	173	936	102	580	206	194	39	153	681	532	10	327	202	17	195	283	10	52	182	371	217	596	176	27	10	10	388	261	226
L44140_cds4_s_at	10	469	276	74	10	10	10	10	10	10	24	10	10	10	154	10	10	10	10	10	10	265	316	371	10	10	10	10	98	10	10	10	10	287
M10051_s_at	67	275	109	95	92	26	43	10	184	10	16	10	10	10	34	125	68	142	33	66	301	10	30	71	53	32	212	50	30	10	10	192	102	124
M13560_s_at	57	924	1588	1970	10	227	169	209	254	747	1337	214	10	10	347	616	1990	263	10	315	913	641	434	367	10	362	1489	73	759	420	861	3415	2536	613
M13686_s_at	21	94	168	186	10	139	62	10	98	21	112	137	51	118	10	39	87	184	37	106	230	55	10	74	172	25	82	83	10	10	10	196	70	136
M13829_s_at	55	10	810	219	650	38	311	177	461	87	254	237	216	550	10	436	129	281	591	469	358	10	10	19	204	64	339	117	10	36	519	177	126	28
M34353_s_at	62	365	93	211	10	10	130	88	55	61	115	29	10	10	10	10	97	65	10	11	305	149	183	130	33	74	71	12	35	113	10	183	119	36
M13994_s_at	10	10	10	242	175	84	206	192	232	10	152	90	69	160	10	132	152	270	10	134	303	10	35	10	99	182	220	62	187	10	10	316	10	60
M16364_s_at	2914	300	2676	5513	947	10	988	609	1515	697	10	377	10	2018	482	864	218	524	723	10	237	1020	554	192	1105	1560	10	72	34	10	10	10	389	131
M16938_s_at	106	10	81	195	130	10	138	46	98	54	138	1042	10	713	142	590	214	160	133	63	38	1050	10	29	917	139	126	17	10	50	271	173	200	23
M18255_cds2_s_at	35	101	82	369	150	10	21	10	13	10	47	10	10	645	61	36	13	163	29	45	10	10	10	10	10	108	50	10	455	10	296	17	160	729
M26311_s_at	48	191	36	10	107	245	221	211	187	10	107	180	10	56	10	174	91	116	10	157	10	10	10	10	93	14	32	37	10	73	17	177	192	10
M24766_s_at	98	10	390	99	10	341	636	10	2156	10	291	10	10	10	10	240	89	442	137	10	10	572	273	104	10	60	177	33	10	106	392	719	926	259
X12876_s_at	10	10	10	10	17	10	10	10	10	80	3611	10	10	10	10	10	74	128	10	10	74	10	10	10	40	10	10	10	10	10	10	10	20	10
S66541_s_at	598	392	99	633	1403	337	1188	10	74	372	10	10	1785	1248	10	10	1525	10	10	1164	10	674	10	126	19	1272	1010	421	966	147	1026	603	10	835
Z80345_rna1_s_at	10	399	154	171	243	10	78	10	10	10	73	10	10	126	10	10	144	10	161	10	10	10	75	42	10	10	255	42	209	10	10	110	150	155
M26657_s_at	64	563	141	10	58	10	10	10	10	10	10	10	10	10	111	10	10	118	10	83	64	392	336	84	10	10	10	33	10	10	315	80	10	300
U20734_s_at	109	47	94	1064	10	150	367	159	10	271	1118	491	127	10	10	318	756	10	155	190	474	10	10	10	514	99	119	10	10	36	10	99	2271	10
X97748_s_at	135	534	75	70	10	35	10	10	10	10	10	10	10	10	482	10	25	10	10	23	10	254	253	283	10	215	87	29	456	10	10	10	10	189
M65292_s_at	116	203	10	260	63	15	140	10	158	115	210	44	20	80	15	72	155	10	56	40	155	210	178	136	10	38	405	64	72	428	223	716	638	262
M32879_at	221	10	12	10	10	10	213	246	10	10	10	10	234	38	10	10	10	265	123	10	322	10	10	10	10	224	76	66	10	10	10	249	10	10
M32879_s_at	28	116	211	110	153	90	152	10	329	83	35	32	69	90	10	89	65	240	97	10	74	10	10	10	10	75	198	62	10	10	228	221	219	10
S37730_s_at	213	10	10	10	10	300	93	10	238	78	817	52	572	10	92	230	636	10	10	334	10	1178	165	10	93	99	493	198	83	217	544	729	1970	155
M37238_s_at	10	10	222	138	217	22	128	176	10	10	102	24	50	247	10	168	137	200	109	129	224	80	10	42	114	10	144	79	10	10	74	250	237	10
M37457_s_at	1064	146	1299	1333	962	10	673	10	10	414	10	10	141	1405	42	441	170	496	833	162	286	10	665	130	1882	443	169	79	16	10	10	10	68	205
M86933_s_at	10	119	10	131	205	10	54	10	251	151	195	10	10	10	227	30	11	260	86	10	10	63	10	74	371	10	23	54	10	71	42	10	29	10
X54993_s_at	142	168	253	165	183	10	188	103	95	76	123	10	22	124	115	92	101	48	26	95	352	10	10	130	10	99	154	96	60	10	10	94	84	10
S38742_s_at	43	481	10	10	10	24	92	10	10	10	33	53	147	10	166	10	64	10	10	10	140	318	95	237	10	78	10	48	10	30	10	24	43	107
M62628_s_at	63	1227	187	68	225	10	162	68	74	15	55	101	10	10	1185	10	104	67	10	10	85	290	298	1012	10	54	79	14	265	93	173	142	10	200
M63438_s_at	10	10	10	10	10	10	10	10	10	10	1198	10	10	10	92	10	2114	10	10	10	10	10	351	10	10	10	10	10	65	10	10	7754	457	10
M68907_s_at	10	303	10	10	31	10	10	10	10	9003	60	10	10	172	88	10	10	114	10	10	10	10	1147	19	575	10	10	10	10	10	10	10	90	37
S67247_s_at	40	10	10	62	160	51	63	10	10	62	107	10	52	124	173	65	77	135	18	60	162	201	25	55	10	68	116	122	53	10	10	87	31	306
M76732_s_at	11	10	48	11	10	137	171	10	10	81	462	100	10	10	10	35	10	10	76	151	10	19	10	10	134	13	97	73	10	26	76	160	382	10
X74929_s_at	10	10	201	10	10	88	10	10	10	208	3637	10	10	10	10	10	10	10	76	107	10	10	10	10	10	10	10	10	10	117	267	10	78	10
M80397_s_at	466	10	172	93	394	75	182	338	196	208	320	10	76	10	285	295	46	291	339	314	482	423	10	361	276	300	31	164	10	350	190	141	283	10
M83667_rna1_s_at	76	10	79	885	78	303	267	10	82	116	494	130	63	10	10	296	660	200	29	145	27	165	22	10	116	50	415	10	79	763	171	435	2248	207
M91669_s_at	69	79	171	223	176	10	99	10	110	76	109	141	89	80	10	53	102	10	116	85	119	10	55	10	10	88	147	93	25	43	117	125	135	31
X57348_s_at	82	203	142	149	92	10	24	10	31	84	877	250	891	10	65	10	225	10	62	273	10	10	10	10	35	65	35	10	97	10	301	10	59	197
Y10141_s_at	1182	16000	11520	420	359	10	489	7075	413	571	226	250	123	1421	16000	348	408	8897	239	382	16000	10	2239	4017	620	971	663	125	2687	32	669	1183	766	654
M96738_s_at	10	283	10	10	10	10	121	10	10	10	10	10	10	38	10	10	66	10	10	10	10	730	986	10	10	10	28	10	593	10	10	10	10	235
M97796_s_at	80	10	162	661	51	314	133	27	10	82	2204	28	165	496	10	186	305	323	10	166	196	177	10	10	205	317	227	55	10	10	69	632	381	170
X59303_s_at	103	310	10	73	10	10	148	10	10	85	20	10	28	10	27	75	220	10	10	10	10	528	153	162	187	63	10	280	300	10	10	95	73	476
X57809_s_at	10	10	21	318	10	10	172	122	166	261	344	17	37	16	235	10	620	330	10	274	254	179	349	364	105	23	252	17	181	10	10	2418	320	60
S62028_s_at	10	10	103	10	251	10	10	78	768	33	10	10	10	10	193	38	15	226	54	45	10	129	421	100	434	31	10	10	10	10	71	80	48	10
S73885_s_at	11	10	84	95	55	72	67	10	28	10	117	49	278	10	208	63	258	153	230	256	10	10	100	71	130	25	294	134	10	104	199	435	304	10
S75256_s_at	18	630	10	138	10	10	35	10	127	130	10	10	10	10	142	10	81	10	10	10	70	157	10	10	102	10	10	10	112	63	151	10	134	287
U05012_s_at	10	10	10	11	68	10	95	10	10	139	10	10	10	10	567	10	10	95	10	10	76	442	10	156	10	56	275	52	67	237	10	10	190	401
U02566_s_at	10	1222	10	10	10	10	10	51	10	28	10	10	10	10	10	10	205	10	10	10	247	10	10	10	10	162	147	387	83	73	10	199	10	12
U29463_s_at	18	357	10	49	10	83	10	10	166	163	119	94	76	78	10	65	115	116	10	55	55	354	323	227	91	10	10	46	49	10	48	10	10	211
U29943_s_at	116	186	48	77	75	10	70	10	95	85	18	10	10	203	15	10	10	74	80	34	192	10	85	52	19	77	84	135	265	106	69	248	15	158
U13696_s_at	123	10	168	95	10	93	68	29	20	122	58	10	10	203	10	10	63	230	62	48	168	132	10	133	10	102	31	13	10	65	186	48	83	10
U27333_at	217	504	232	10	10	148	10	338	94	152	61	348	186	771	10	10	10	10	10	55	72	10	20	10	10	100	106	138	10	150	10	155	295	213
U75276_s_at	93	680	10	10	147	10	117	24	10	126	103	10	10	30	498	123	15	193	77	46	262	149	190	276	116	11	65	69	32	248	84	108	10	186
U32674_s_at	63	459	10	71	66	10	10	10	10	38	81	10	10	144	490	10	79	10	121	189	10	835	1187	543	60	10	10	35	737	100	394	10	10	525
U90065_s_at	10	10	10	919	10	265	40	10	10	78	10	10	57	10	247	10	10	10	10	10	128	10	10	10	10	22	10	85	132	73	78	10	10	213
U40271_s_at	10	186	73	68	179	265	310	128	40	130	240	10	99	52	10	10	85	503	10	215	311	10	10	10	140	280	242	113	10	95	46	357	155	181
U41163_s_at	71	10	253	10	265	616	421	79	440	10	10	770	452	878	10	295	239	202	250	488	10	10	424	10	207	10	10	10	10	10	10	10	562	10
U36759_s_at	200	2108	130	10	258	10	302	228	113	121	145	10	10	10	556	210	38	121	140	123	625	489	404	547	10	270	199	100	826	258	384	334	105	779
U51333_s_at	10	1209	10	10	512	28	301	57	134	10	37	10	10	10	324	81	10	10	10	10	10	514	379	201	50	10	107	10	374	10	10	594	24	211
U56402_s_at	141	10	121	339	152	10	342	218	10	120	197	10	153	164	10	10	77	137	179	10	350	10	293	10	157	118	218	174	39	10	10	44	278	52
U79261_s_at	467	265	565	1229	661	10	492	499	100	36	10	591	359	721	239	430	115	538	10	366	548	10	178	227	263	381	202	178	253	10	10	114	371	80
U72509_s_at	30	380	10	10	68	116	37	90	20	22	67	238	10	393	10	172	10	10	133	10	166	226	10	65	10	13	43	99	359	102	10	94	57	325
U79667_s_at	10	79	931	876	132	10	941	863	10	50	10	10	648	10	10	10	366	2020	10	1296	753	10	10	10	10	10	216	10	91	10	10	10	237	249
X99897_s_at	10	360	228	588	10	10	290	136	10	10	10	10	113	10	10	10	10	566	10	10	10	10	10	10	10	10	26	10	10	10	10	10	10	10
U83598_at	10	10	10	74	144	42	10	17	136	131	30	10	18	10	123	90	111	195	97	226	200	10	10	32	10	74	42	15	243	84	253	97	10	49
U86759_s_at	176	10	313	268	160	314	10	72	10	31	41	270	80	138	10	224	33	10	10	201	108	10	10	10	140	115	52	43	10	10	330	255	106	31
X52426_s_at	182	146	10	10	10	10	10	362	383	61	10	98	47	10	212	10	10	13	10	157	305	196	185	140	174	29	10	10	135	10	23	10	10	10
X53296_s_at	143	10	217	156	208	10	176	21	10	22	24	10	10	108	23	36	74	44	167	180	369	10	203	94	10	71	129	74	136	104	165	80	70	124
X60104_s_at	73	211	133	152	110	141	10	10	194	111	22	10	54	10	154	117	10	10	32	191	200	10	170	71	216	96	10	10	45	63	30	10	162	60
X77567_s_at	174	10	10	585	10	44	204	332	17	130	113	10	142	381	10	11	14	468	10	10	337	10	10	231	67	177	192	79	10	10	21	10	10	10
X79200_at	28	10	10	104	155	213	98	282	10	126	148	2224	10	74	196	708	174	156	117	130	456	326	10	302	174	152	262	61	10	348	10	226	154	10
X79683_s_at	40	10	51	40	37	91	59	10	26	62	725	10	80	36	10	41	115	20	88	157	10	10	10	10	11	47	138	53	43	174	213	216	224	172
X95632_s_at	63	10	10	190	10	22	89	10	31	19	283	16	92	10	196	33	135	10	18	45	76	107	90	97	90	77	171	150	105	119	10	60	10	10
X98534_s_at	115	10	111	58	67	83	44	128	85	10	124	115	131	50	10	118	108	267	10	10	10	10	10	10	153	100	110	32	10	36	10	190	122	10
Y10514_s_at	78	747	18	93	86	61	10	10	17	51	24	10	17	128	150	51	67	83	85	17	125	920	439	175	57	80	367	39	322	10	23	67	10	705
Z11899_s_at	10	315	207	405	358	10	356	191	10	36	213	10	242	235	19	18	250	65	111	212	251	218	155	338	10	147	231	112	228	198	36	383	297	45
U46006_s_at	462	884	286	10	1832	40	1148	509	176	10	29	195	325	299	239	109	402	526	10	171	198	177	10	61	33	225	38	47	35	10	73	82	439	142
HG4677-HT5102_s_at	175	1010	192	74	51	10	92	210	85	141	133	282	159	58	285	10	18	309	10	175	373	226	479	413	98	165	10	72	10	154	51	175	10	392
M95936_s_at	111	10	123	77	310	10	10	10	194	10	120	10	10	34	10	10	65	39	120	117	339	282	10	10	10	149	201	18	131	119	10	81	10	537
M21305_at	10	10	288	172	69	150	113	206	10	51	10	653	31	44	38	10	256	594	521	10	239	94	90	68	355	133	29	89	56	10	1699	281	868	10
HG2147-HT2217_at	43	10	270	251	353	335	15	653	19	442	294	295	477	10	10	265	259	132	384	96	228	10	10	10	412	167	403	349	10	1049	10	494	121	10
HG2147-HT2217_r_at	103	10	252	509	82	10	10	10	113	125	58	10	10	373	10	10	10	212	10	10	580	10	165	10	381	11	51	12	10	89	10	10	231	44
HG2239-HT2324_r_at	95	10	766	751	677	21	830	443	665	30	577	10	207	870	10	265	360	1251	793	338	646	10	10	10	130	385	390	94	10	10	121	339	319	156
HG3033-HT3194_r_at	1686	1937	4106	1976	2335	462	1953	2304	1053	984	872	10	2173	946	10	1813	681	3898	2000	2217	2382	10	10	2796	1595	767	2823	1170	10	10	232	1697	100	10
HG4518-HT4921_r_at	10	10	246	114	25	10	209	20	10	10	103	10	32	10	312	14	93	10	44	10	217	141	391	214	124	84	41	81	10	10	57	10	36	56
HG4557-HT4962_at	51	67	93	132	58	10	157	10	10	190	216	79	95	148	10	76	114	10	85	32	123	10	10	133	196	53	35	42	125	289	10	63	73	94
M21388_r_at	330	16000	10	65	1938	10	404	543	10	271	10	10	233	10	6132	10	10	10	10	65	822	16000	10583	4317	314	173	397	10	5391	515	10	374	10	10004
U57341_at	10	156	51	235	208	10	35	73	74	102	54	145	68	42	10	488	29	10	22	42	354	10	35	10	39	23	24	41	10	65	67	76	109	10
X87344_cds10_r_at	403	1629	19	874	1151	98	591	10	506	10	315	10	10	10	10	186	96	491	567	76	1041	2021	1222	156	10	126	367	10	1114	187	738	407	452	10
U34301_r_at	10	10	12	132	107	31	77	225	10	81	94	27	20	10	10	10	45	100	57	23	42	224	67	266	234	79	66	10	73	10	10	175	10	12
X94563_xpt2_r_at	10	10	486	499	306	1351	285	273	629	307	392	182	582	982	10	516	297	561	446	281	125	10	278	10	709	78	312	222	10	280	692	271	1286	10
AF001359_f_at	260	447	663	752	763	441	678	364	737	181	251	10	162	713	10	531	448	563	1006	313	790	10	10	10	141	469	411	106	10	10	380	555	174	10
HG3576-HT3779_f_at	10	10	10	448	10	17	10	10	10	10	584	51	10	10	146	71	995	10	10	10	170	691	725	10	10	174	277	10	268	250	128	608	987	181
HG3635-HT3845_f_at	10	77	10	80	56	10	72	462	62	10	77	42	28	44	154	25	102	109	66	10	104	19	100	107	10	10	22	48	146	10	57	66	38	98
HG3921-HT4191_f_at	10	260	10	10	10	10	10	265	10	10	10	642	10	781	409	123	10	10	10	10	10	10	467	10	1059	10	430	261	10	10	63	10	10	602
J02982_f_at	93	10	99	61	134	60	76	142	58	10	60	253	47	104	10	30	65	163	116	135	232	10	10	10	73	73	109	59	10	10	186	150	167	101
X14008_rna1_f_at	37	37	118	23	426	22	10	441	152	56	159	363	10	273	111	377	171	316	199	98	10	340	140	690	10	29	196	40	138	10	205	623	185	121
D38024_at	10	678	165	132	211	252	71	358	335	10	28	51	23	251	231	36	241	361	10	15	198	127	346	260	175	60	26	10	157	265	10	192	92	25
HG4115-HT4385_at	10	10	10	10	10	10	32	289	296	30	29	70	145	86	254	92	18	316	10	81	91	10	10	39	120	10	53	46	50	126	126	169	138	10
M10943_at	37	146	313	351	220	10	65	179	10	108	52	95	59	10	10	10	10	109	20	27	10	10	112	35	110	59	435	10	87	10	44	21	34	153
M12125_at	70	124	57	190	185	553	10	10	274	114	884	306	181	10	10	326	172	10	10	10	10	24	10	29	57	40	133	79	38	276	159	54	484	10
M13485_at	79	295	217	280	44	54	130	107	10	152	60	64	10	106	34	14	135	58	40	34	10	262	213	299	12	72	110	64	201	10	10	130	10	155
M19888_at	22	1073	96	117	10	10	48	10	146	32	23	10	10	48	200	19	22	10	10	27	27	301	344	312	49	64	10	10	190	10	76	54	16	234
M32578_at	10	10	294	10	10	381	20	338	230	168	224	113	182	518	10	209	205	226	214	400	10	107	10	218	160	10	210	137	10	10	176	10	237	10
M60746_at	10	275	273	10	101	10	27	40	56	96	10	10	10	108	10	45	115	177	57	125	10	10	210	78	10	39	83	10	118	32	224	148	149	10
M99435_at	375	10	442	46	10	10	142	450	839	10	91	10	398	132	432	10	274	696	202	311	1300	44	12	26	179	56	124	35	10	10	10	58	39	164
U03858_at	105	1105	10	28	73	49	10	10	10	10	23	42	69	10	10	19	10	10	60	11	10	578	17	387	10	53	83	13	229	10	28	10	10	245
U05861_at	92	340	222	146	141	45	38	236	10	10	10	10	10	152	413	10	10	307	16	45	510	10	107	100	78	10	339	33	206	10	117	203	349	159
U66061_cds3_at	10	486	10	116	23	77	32	10	125	81	17	138	10	10	10	105	58	67	10	73	168	237	52	234	76	10	10	26	304	10	130	27	10	159
U66077_at	52	10	82	13	86	49	10	158	31	10	69	137	10	98	61	25	18	149	77	54	145	2903	148	68	10	20	25	28	84	84	74	31	10	56
U82979_at	45	886	10	78	10	348	10	249	10	10	10	43	10	154	517	88	61	207	10	10	217	179	359	10	10	10	14	10	10	80	10	10	10	10
X02958_at	52	732	10	95	20	109	15	10	10	10	10	10	10	26	150	31	44	11	10	76	196	633	326	81	10	38	30	32	154	71	92	34	79	169
X06825_at	54	10	202	10	10	289	62	63	103	10	319	10	10	10	38	10	44	244	90	23	151	146	223	10	10	221	94	10	90	10	194	76	30	55
X16546_at	32	337	10	131	69	10	77	76	104	93	31	10	10	10	181	24	33	44	10	116	283	174	233	110	88	31	31	34	102	10	117	172	79	61
J00277_at	196	10	168	73	545	44	10	62	494	219	172	136	71	98	10	283	150	10	144	183	10	10	32	257	156	82	46	21	88	60	69	47	381	10
L35594_at	10	10	10	149	10	10	10	10	43	10	1409	73	10	10	10	421	91	37	10	10	102	10	10	156	10	10	10	10	10	26	40	10	372	10
M25296_at	74	10	222	117	114	100	191	305	89	21	154	188	68	138	10	307	56	240	151	55	187	486	10	10	166	66	141	49	10	10	267	134	130	10
M96956_at	50	253	127	76	10	47	50	213	10	21	50	43	92	92	343	10	79	81	50	64	121	315	92	74	10	31	10	50	300	10	10	17	74	126
U03494_at	104	481	105	135	136	10	244	94	59	52	115	10	59	10	10	10	10	10	10	10	204	10	10	439	10	109	144	78	10	10	10	126	10	10
X07730_at	135	1766	400	311	425	500	49	147	151	25	10	248	93	144	189	189	37	542	224	247	10	1070	10	276	182	22	151	52	10	10	811	321	209	10
X14767_at	10	10	21	52	26	98	120	21	10	10	45	125	10	128	23	19	33	30	10	175	10	395	95	42	97	71	29	10	10	10	142	221	77	166
X51345_at	84	240	42	898	74	291	367	290	134	351	424	393	110	10	10	314	663	344	335	335	629	356	130	140	215	31	121	49	10	585	10	206	2591	10
X53683_at	165	1552	36	61	121	44	93	169	40	69	25	172	10	14	10	51	33	10	10	320	10	10	873	78	124	33	63	56	203	124	430	170	51	721
X80878_at	73	407	90	122	112	10	124	140	139	31	188	44	118	10	81	10	90	153	42	10	10	199	10	195	49	38	175	156	236	10	10	12	69	230
X95876_at	30	10	42	175	84	10	171	10	10	253	189	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	219	10	10	639	10	318	164	10
M27749_r_at	65	10	84	126	10	326	10	263	40	156	171	213	10	207	10	10	10	356	322	166	10	10	10	10	478	66	10	10	10	10	278	243	10	10
M33318_r_at	10	10	147	233	26	10	110	145	151	158	36	10	10	10	10	10	10	67	78	246	10	52	37	10	216	68	47	10	41	10	334	119	10	148
M34516_at	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	937	10	10	10	10	10	10	10	10	10	68	10	10	15	10	11060	10	10
U22028_r_at	56	10	562	105	131	413	119	71	227	108	49	74	37	498	10	82	85	337	311	145	10	10	10	42	188	135	202	10	38	10	10	238	133	10
K02405_f_at	21	10	328	350	139	337	123	19	10	179	159	322	139	221	104	430	376	20	326	332	111	94	288	104	220	157	350	88	10	10	663	446	376	117
K03189_f_at	120	10	226	360	72	330	74	532	380	76	96	273	83	188	10	339	124	10	26	81	10	71	10	270	163	112	147	136	120	10	10	114	162	242
K03207_f_at	10	1378	247	438	40	10	206	356	10	268	43	99	10	92	10	27	157	421	323	10	209	655	487	136	10	10	10	10	13	10	10	289	62	455
L18920_f_at	12	245	90	62	10	102	10	86	10	190	37	136	10	170	10	288	19	65	242	10	10	10	47	10	143	15	107	14	10	17	171	110	25	90
M33317_f_at	62	702	252	131	203	132	10	147	10	10	10	26	10	176	77	10	64	111	119	80	166	539	321	296	68	65	63	23	233	39	169	51	84	18
M33600_f_at	115	623	346	539	63	240	402	358	419	289	474	170	96	168	10	376	1388	584	78	185	362	16	10	312	25	285	536	73	10	10	161	1250	507	10
U10689_f_at	66	136	34	19	107	83	10	257	46	10	10	142	10	188	10	101	10	116	109	68	46	41	148	16	109	81	54	14	10	10	132	44	102	25
X64177_f_at	10	322	462	919	10	70	10	948	67	82	387	10	148	10	10	10	890	10	10	102	10	96	10	10	294	402	201	10	10	10	10	10	505	10
X99479_f_at	71	265	259	295	10	86	28	330	10	10	10	201	171	10	61	140	31	372	222	185	301	10	283	263	171	43	194	36	10	65	349	10	207	82
S80905_f_at	91	1445	186	157	194	429	342	441	239	11	86	59	10	150	722	217	77	10	107	10	194	2027	504	439	210	69	10	13	618	200	161	77	21	442
U73738_at	87	134	10	359	62	151	45	34	149	134	10	41	10	303	10	28	72	254	10	57	158	10	10	26	29	119	76	39	10	23	74	77	64	10
